OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00041,0.005051,9e-06,0.000505,0.005898,1.1e-05,0.000595,0.280719,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(75),Clostridiales(74),Clostridiales_unclassified(74),Clostridiales_unclassified(74),
Otu00044,0.003694,1.2e-05,0.000575,0.004275,1e-05,0.000574,0.468531,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00045,0.004151,7e-06,0.00045,0.004895,2e-05,0.000794,0.423576,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Romboutsia(100),
Otu00048,0.001334,1.9e-05,0.000741,0.00223,2.6e-05,0.000916,0.446553,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(53),Bacteroidales(53),Bacteroidales_unclassified(53),Bacteroidales_unclassified(53),
Otu00052,0.002662,6.5e-05,0.001362,0.005849,0.000202,0.00255,0.304695,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00053,0.000307,1e-06,0.000175,0.001252,1.1e-05,0.000598,0.113886,0.89527667351385,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Verrucomicrobiaceae_unclassified(100),
Otu00060,0.002412,9e-06,0.000512,0.003816,2e-05,0.000808,0.145854,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00067,0.000708,9e-06,0.000506,0.002925,0.000146,0.002167,0.391608,0.89527667351385,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Fusobacterium(100),
Otu00069,0.001188,1.2e-05,0.000587,0.00253,3.6e-05,0.001085,0.320679,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00079,0.000248,2e-06,0.000214,0.000467,4e-06,0.000372,0.497502,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00081,0.004062,3e-05,0.000925,0.002596,1.7e-05,0.000735,0.214785,0.89527667351385,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Desulfovibrionales(100),Desulfovibrionaceae(100),Desulfovibrio(100),
Otu00082,0.004356,0.00014,0.001999,0.001359,2.4e-05,0.000876,0.185814,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00084,0.003155,4e-06,0.000317,0.002512,4e-06,0.000347,0.208791,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00089,0.001653,2e-06,0.000241,0.001984,3e-06,0.000332,0.394605,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00091,6e-04,3e-06,0.000289,0.001425,1.3e-05,0.000649,0.255744,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00092,0.003898,7.4e-05,0.001452,0.001598,3.9e-05,0.001125,0.238761,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00093,0.002575,3e-06,0.000282,0.002218,4e-06,0.000355,0.448551,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00099,0.001392,2e-06,0.000248,0.001754,7e-06,0.000463,0.498501,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Dorea(91),
Otu00100,0.002292,3e-06,0.000293,0.001872,3e-06,0.000318,0.317682,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00101,0.000529,2e-06,0.000209,0.00141,1e-05,0.000572,0.14985,0.89527667351385,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),Proteobacteria_unclassified(100),
Otu00103,0.001441,1e-06,0.000202,0.001728,2e-06,0.00028,0.405594,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu00104,0.004279,0.00014,0.002,0.001875,3.6e-05,0.001072,0.335664,0.89527667351385,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Megamonas(100),
Otu00110,0.001114,1e-06,0.000176,0.001618,3e-06,0.000311,0.166833,0.89527667351385,Bacteria(100),Firmicutes(100),Bacilli(100),Bacillales(100),Planococcaceae(100),Lysinibacillus(99),
Otu00111,0.001753,8e-06,0.000472,0.001347,3e-06,0.000294,0.491508,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(77),Clostridiales_unclassified(77),
Otu00114,0.000912,2e-06,0.000237,0.001413,3e-06,0.00032,0.212787,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00116,0.001086,2e-06,0.000229,0.00163,3e-06,0.000315,0.166833,0.89527667351385,Bacteria(100),Firmicutes(100),Bacilli(100),Bacillales(100),Planococcaceae(100),Lysinibacillus(56),
Otu00117,0.000465,1e-06,0.000201,0.000969,2e-06,0.000259,0.123876,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00118,0.000608,3e-06,0.000297,0.001249,6e-06,0.000424,0.198801,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00124,0.000961,1e-06,0.000202,0.001223,3e-06,0.000294,0.465534,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00125,0.001791,6e-06,0.000423,0.001338,8e-06,0.000497,0.497502,0.89527667351385,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Sutterellaceae(100),Parasutterella(100),
Otu00133,1.8e-05,0,9e-06,3.5e-05,0,2.4e-05,0.173916,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00134,0.001165,4e-06,0.000323,0.002864,4.2e-05,0.00116,0.155844,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00135,0.000897,6e-06,4e-04,0.001598,9e-06,0.00055,0.316683,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00137,0.000396,1e-06,0.000193,0.000669,2e-06,0.000246,0.402597,0.89527667351385,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Betaproteobacteria_unclassified(100),Betaproteobacteria_unclassified(100),Betaproteobacteria_unclassified(100),
Otu00138,0.000774,1e-06,0.000126,0.001131,1e-06,0.000194,0.142857,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00139,0.000858,1e-06,0.00016,0.001131,1e-06,0.000202,0.286713,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00144,0.000846,1e-06,0.000156,0.001027,1e-06,0.000159,0.395604,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00147,0.001349,1e-06,0.000163,0.001076,0,0.000119,0.181818,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00149,0.001091,1e-06,0.000124,0.00092,0,0.000122,0.313686,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00153,0.001543,2e-06,0.000262,0.001174,1e-06,0.000179,0.258741,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00155,0.000915,2e-06,0.000249,0.001477,2e-06,0.000264,0.130869,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(85),Ruminococcaceae_unclassified(85),
Otu00161,0.000848,6e-06,0.000407,0.000461,2e-06,0.00028,0.457542,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00162,0.000953,2e-06,0.000219,0.00064,1e-06,0.000164,0.264735,0.89527667351385,Bacteria(100),Bacteria_unclassified(78),Bacteria_unclassified(78),Bacteria_unclassified(78),Bacteria_unclassified(78),Bacteria_unclassified(78),
Otu00163,0.000766,1e-06,0.000136,0.000937,1e-06,0.000144,0.404595,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(84),Clostridiales_unclassified(84),
Otu00167,0.000948,2e-06,0.000211,0.001269,3e-06,0.000293,0.398601,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Butyricimonas(100),
Otu00168,0.001543,6e-06,0.000403,0.000885,1e-06,0.000175,0.146853,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00172,0.000863,1e-06,0.000169,0.001064,1e-06,0.000149,0.342657,0.89527667351385,Bacteria(100),Firmicutes(95),Firmicutes_unclassified(95),Firmicutes_unclassified(95),Firmicutes_unclassified(95),Firmicutes_unclassified(95),
Otu00174,0.001321,2e-06,0.000228,0.00107,2e-06,0.000281,0.488511,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00176,0.000174,0,0.000118,0.001359,2.8e-05,0.000945,0.261738,0.89527667351385,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(99),Treponema(94),
Otu00179,0.000797,1e-06,0.000162,0.000505,1e-06,0.000135,0.163836,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00180,0.001073,1e-06,0.000193,0.000796,1e-06,0.000162,0.267732,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Flavonifractor(93),
Otu00182,0.000419,2e-06,0.00024,0.001382,2.5e-05,0.000899,0.401598,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00186,0.000261,1e-06,0.00014,0.000629,2e-06,0.000266,0.224775,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00187,0.000508,2e-06,0.000221,0.000208,0,9.9e-05,0.255744,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Actinomycetaceae(100),Trueperella(100),
Otu00190,0.000462,1e-06,0.000154,0.000753,2e-06,0.000234,0.31968,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00191,4.1e-05,0,2.2e-05,0.000101,0,4.8e-05,0.234765,0.89527667351385,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Verrucomicrobiaceae_unclassified(95),
Otu00195,0.00103,5e-06,0.00037,0.001832,1.5e-05,0.000696,0.345654,0.89527667351385,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Sutterellaceae(100),Sutterella(100),
Otu00197,0.00093,8e-06,0.00047,0.00045,2e-06,0.000253,0.384615,0.89527667351385,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),
Otu00199,0.000235,0,0.00011,0.000519,3e-06,0.000313,0.461538,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00206,2.6e-05,0,1.2e-05,0.002106,0.000133,0.00207,0.35964,0.89527667351385,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Akkermansia(100),
Otu00207,0.000396,0,1e-04,0.000586,1e-06,0.000194,0.410589,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00208,0.001017,1.8e-05,0.000714,0.00026,1e-06,0.00015,0.384615,0.89527667351385,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00213,0.000227,1e-06,0.000146,0.000753,7e-06,0.000469,0.338661,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00221,0.000485,0,7.6e-05,0.000586,0,0.000101,0.440559,0.89527667351385,Bacteria(100),Firmicutes(97),Clostridia(95),Clostridiales(95),Clostridiales_unclassified(71),Clostridiales_unclassified(71),
Otu00228,0.000358,0,0.000107,0.000545,1e-06,0.000154,0.320679,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00229,5.1e-05,0,2.4e-05,7.2e-05,0,4e-05,0.296033,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00231,0.000209,0,6.9e-05,0.000358,0,0.000109,0.274725,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00232,0.000291,0,0.000117,0.000548,3e-06,0.000314,0.484515,0.89527667351385,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu00238,0.00093,2e-06,0.000217,0.00064,1e-06,0.000182,0.308691,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Parabacteroides(100),
Otu00240,4.1e-05,0,2.4e-05,0.000312,1e-06,0.000218,0.230769,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00241,0.000511,0,5.5e-05,0.000704,0,0.000125,0.160839,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(63),
Otu00243,0.000207,1e-06,0.000127,0.000588,1e-06,0.000217,0.135864,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00245,0.000846,2e-06,0.000217,0.000485,1e-06,0.000131,0.146853,0.89527667351385,Bacteria(100),Firmicutes(66),Firmicutes_unclassified(66),Firmicutes_unclassified(66),Firmicutes_unclassified(66),Firmicutes_unclassified(66),
Otu00248,0.000917,1e-06,0.000176,0.000594,1e-06,0.000145,0.181818,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00250,0.000118,0,7.7e-05,0.000418,1e-06,0.000198,0.154845,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00251,0.000309,0,5.6e-05,0.000502,0,0.000106,0.115884,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Anaerotruncus(58),
Otu00254,0.00071,0,0.00011,0.000562,0,0.000121,0.388611,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00255,0.000483,2e-06,0.00022,0.000127,0,7.5e-05,0.137862,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Actinomycetaceae(100),Actinomyces(100),
Otu00256,0.00046,0,0.000117,0.000914,4e-06,0.000345,0.235764,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu00258,0.000654,3e-06,0.000281,0.000943,3e-06,0.000284,0.485514,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00259,4.9e-05,0,2.2e-05,3.5e-05,0,2.7e-05,0.375092,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(99),Bacteroidales_unclassified(99),
Otu00263,7.2e-05,0,4.6e-05,4.9e-05,0,4.1e-05,0.234803,0.89527667351385,Bacteria(100),Firmicutes(100),Bacilli(100),Bacillales(100),Paenibacillaceae_1(100),Paenibacillus(100),
Otu00265,0.000539,0,9.2e-05,0.00041,0,5.3e-05,0.244755,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(71),Clostridiales_unclassified(71),
Otu00266,0.000337,1e-06,0.000128,0.000609,1e-06,0.000177,0.223776,0.89527667351385,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Erysipelotrichaceae_unclassified(100),
Otu00271,0.000347,0,0.000104,0.000505,0,0.000123,0.322677,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00274,0.000483,0,6.4e-05,0.000389,0,6e-05,0.303696,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00276,0.000784,2e-06,0.000237,0.000554,1e-06,0.000157,0.430569,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00280,0.000465,0,0.00011,0.000744,1e-06,0.000167,0.183816,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Coprococcus(98),
Otu00285,0.000235,0,6.3e-05,0.000427,0,0.000113,0.133866,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00287,2.3e-05,0,1.1e-05,0.000335,2e-06,0.000273,0.230769,0.89527667351385,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00288,0.000498,2e-06,0.000256,0.000271,1e-06,0.000143,0.488511,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(99),
Otu00289,0.000618,3e-06,0.000275,0.000211,0,9.5e-05,0.192807,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100),
Otu00293,0.000284,0,7.8e-05,0.000447,0,0.000121,0.257742,0.89527667351385,Bacteria(100),Firmicutes(96),Clostridia(96),Clostridia_unclassified(95),Clostridia_unclassified(95),Clostridia_unclassified(95),
Otu00296,0.000774,1e-06,0.000158,0.000508,0,9.8e-05,0.157842,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00298,0.000611,4e-06,0.000321,0.000343,1e-06,0.000201,0.494505,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00300,5.1e-05,0,2.9e-05,0.000202,0,0.000109,0.250749,0.89527667351385,Bacteria(100),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),Bacteria_unclassified(99),
Otu00302,0.000396,0,5.9e-05,0.000297,0,5.5e-05,0.226773,0.89527667351385,Bacteria(100),Firmicutes(100),Erysipelotrichia(100),Erysipelotrichales(100),Erysipelotrichaceae(100),Turicibacter(100),
Otu00314,0.000552,0,0.000101,0.000412,0,0.000113,0.353646,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00315,0.000215,0,7.2e-05,0.000407,0,0.000123,0.195804,0.89527667351385,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),
Otu00318,0.000598,0,0.000118,0.000464,0,8.5e-05,0.376623,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00322,0.000355,1e-06,0.000125,0.000891,6e-06,0.000423,0.276723,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00323,0.000227,0,8.7e-05,0.00041,1e-06,0.000208,0.457542,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00328,0.00023,0,4.4e-05,0.000346,0,0.000118,0.416583,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiaceae_1(100),Clostridium_sensu_stricto(100),
Otu00330,0.000588,2e-06,0.000241,0.000323,0,8.9e-05,0.361638,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Odoribacter(100),
Otu00337,0.000102,0,8.9e-05,0.000375,1e-06,0.000159,0.12987,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00338,0.000511,0,7.6e-05,0.000427,0,8.9e-05,0.467532,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(86),Clostridiales_unclassified(86),
Otu00339,0.000521,0,7.8e-05,0.00043,0,7.3e-05,0.388611,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(96),
Otu00340,0.000501,0,7.5e-05,0.000412,0,9e-05,0.462537,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00341,8.2e-05,0,3.4e-05,0.000127,0,4.9e-05,0.463536,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00344,0.000542,0,0.000115,0.00043,0,9.4e-05,0.444555,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00346,0.000634,1e-06,0.000198,0.000404,1e-06,0.000153,0.42957,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00348,0.000565,1e-06,0.000201,0.000257,0,7.4e-05,0.185814,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00349,0.000125,0,5.4e-05,3.5e-05,0,1.9e-05,0.127872,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00350,5.4e-05,0,2.7e-05,0.000421,4e-06,0.000346,0.327672,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00351,0.000419,0,9.1e-05,0.000332,0,9.4e-05,0.495504,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00352,5.6e-05,0,5.6e-05,0.000245,1e-06,0.00022,0.475524,0.89527667351385,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Fusobacteriaceae_unclassified(100),
Otu00355,0.000593,2e-06,0.000222,0.000343,1e-06,0.000174,0.430569,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(100),
Otu00356,9.5e-05,0,7.2e-05,0.000257,0,0.000111,0.221778,0.89527667351385,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Burkholderiales_unclassified(100),Burkholderiales_unclassified(100),
Otu00358,0.000404,0,0.000114,0.000303,0,6.1e-05,0.450549,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00361,0.000363,0,6.1e-05,0.000303,0,6e-05,0.493506,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu00362,0.00013,0,5.7e-05,0.000199,0,7.2e-05,0.462537,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Rikenellaceae_unclassified(100),
